Store Name,Longitude,Latitude
Jubail Galleria Mall,49.57,27.14
Milagro Boutique,36.59,28.38
Kista Galleria,17.94,59.4
Haninge ICA Maxi,18.16,59.18
Haggvik ICA Stormarknad,17.93,59.44
Mall of Scandinavia,18.01,59.37
Stockholm Central Station,18.06,59.33
Stureplan - Stockholm,18.07,59.34
Fenix,18.07,59.32
MOOD,18.07,59.33
Klarabergsgatan,18.06,59.33
Hamngatan,18.07,59.33
Stockolm Arlanda Skybridge,17.93,59.65
Stockholm Arlanda Airport T2,17.93,59.64
Stockholm Arlanda Airport T5,17.93,59.65
Taby Centrum Kiosk,18.08,59.44
Täby Centrum,18.08,59.45
Gränby Centrum,17.68,59.88
Gothenburg Central Station,11.97,57.71
Vasteras - ICA Maxi Erikslund,16.46,59.62
Marina Square II,103.86,1.29
Suntec City Mall level 1,103.86,1.29
Hillv2,103.76,1.36
Tiong Bahru Plaza,103.83,1.29
Delfi Orchard,103.83,1.31
NUS Yong Loo Lin School of Medicine,103.78,1.29
Liat Towers,103.83,1.31
Singapore Land Tower,103.85,1.28
City House,103.85,1.28
J Cube,103.74,1.33
Waterway Point,103.9,1.41
Wheelock Place B1,103.83,1.3
"Mount Elizabeth, Novena",103.84,1.32
ION Orchard - B3-73a/b,103.83,1.3
Temasek Tower,103.85,1.28
Tanglin Mall,103.82,1.3
Millenia Walk,103.86,1.29
ONE KM,103.89,1.32
Orchard Gateway,103.84,1.3
Changi City Point,103.96,1.33
University Town- NUS,103.77,1.31
Gateway West,103.86,1.3
City Link Mall,103.86,1.29
Rochester Park,103.79,1.31
Toa Payoh HDB Hub,103.85,1.33
Centerpoint SC - Main Atruim,103.84,1.3
Capital Towers,103.85,1.28
313 somerset,103.84,1.3
Raffles City Singapore,103.85,1.29
The Central,103.85,1.29
Clementi Mall,103.76,1.31
One Kent Ridge,103.78,1.29
The Concourse - Office Lobby Lvl 1,103.86,1.3
Novena Square - Office Tower,103.84,1.32
Shaw Towers,103.86,1.3
One Fullerton-Unit #01-05,103.85,1.29
The Paragon,103.84,1.3
Marina Bay Link Mall,103.85,1.28
Valley Point new Location,103.83,1.29
Singapore General Hospital blk 4,103.84,1.28
Suntec City Mall 2,103.86,1.3
Pacific Plaza - Main Entrance,103.83,1.31
United Square,103.84,1.32
Ocean Financial Centre,103.85,1.28
Bugis Junction,103.86,1.3
EFG Building,103.85,1.29
United Square Temp Store,103.84,1.32
FarEast Square,103.85,1.28
Resort World Sentosa,103.82,1.26
Samsung @ MBC,103.8,1.27
MBS,103.86,1.28
OCBC Centre East,103.85,1.28
Wilkie Edge - Level 1,103.85,1.3
DBS Level 13,103.85,1.28
Houang Mall,103.89,1.37
78 Shenton Way,103.84,1.27
Metropolis,103.79,1.31
Cathay,103.85,1.3
Starbucks at USS(RWS),103.82,1.25
Bugis Plus,103.85,1.3
Liang Court - G/F #01-11 - Reloc,103.85,1.29
Wisma Atria,103.83,1.3
Science Park II,103.78,1.29
The Waterboat House,103.85,1.29
JEM,103.74,1.33
Raffles Place Exchange,103.85,1.28
Manulife Centre,103.85,1.3
100AM,103.84,1.27
Bishan CC,103.85,1.35
Fusionpolistemp store,103.79,1.3
Suntec City - Level 2,103.86,1.29
Hong Leong Building,103.85,1.28
Plaza Singapura,103.84,1.3
20 Anson,103.85,1.28
Raffles Hospital,103.86,1.3
Changi AP Terminal 3 Basement 2,103.99,1.36
NEX,103.87,1.35
City Square Mall Singapore,103.86,1.31
3 Jalan Jamal,103.93,1.31
Orchard Cinelesisure,103.84,1.3
The Seletar Mall,103.88,1.39
Asia Square Tower 2,103.85,1.28
SB Tampines Mall,103.94,1.35
Parkway Parade - Relocation,103.91,1.3
Changi General Hospital,103.95,1.34
Compass One,103.9,1.39
SIN-T2 Dept/Check-In Hall South L2,103.99,1.35
SIN - T1 Arrival Hall Central-Lvl 1,103.99,1.36
SIM - clementi centre,103.78,1.33
Woodlands Civic Centre,103.79,1.44
Northpoint City,103.84,1.43
Woodland Exchange,103.79,1.44
Thomson Plaza,103.83,1.35
Sun Plaza LV 1,103.82,1.45
Tampines West CC,103.94,1.35
Bedok Point,103.93,1.32
Eastpoint Mall L1,103.95,1.34
Bedok Mall,103.93,1.33
UE Square,103.84,1.3
Our Tampines Hub,103.94,1.35
Kallang Leisure Park,103.88,1.3
Kallang Wave Mall,103.87,1.3
White Sands,103.95,1.37
Changi T1 Transit Lounge East,103.99,1.36
Down Town East,103.96,1.38
One George Street,103.85,1.29
Changi Airport T2 Transit Hall,103.99,1.36
Changi Terminal 1 Transit,103.99,1.36
Parkland Green,103.91,1.3
"Sentosa, Cable Car Arrival Plaza",103.81,1.26
Vivo City 2 - 1 st Floor,103.82,1.26
Biopolis,103.79,1.3
Anchor Point,103.8,1.29
Cintech 4,103.79,1.29
Vivo City - 2nd Floor,103.82,1.26
West Coast Plaza,103.77,1.3
Jurong Point - Level 3,103.71,1.34
West Gate,103.74,1.33
NTU NorthSpine,103.68,1.35
Bukit Panjang Plaza,103.76,1.38
Ng Teng Fong Hospital,103.74,1.34
587 Bukit Timah Road,103.81,1.32
Oasis  Sakra,103.71,1.27
Keat Hong CC,103.74,1.38
Singapore Polytechnic - Dover,103.78,1.31
Yusof Ishak House - NUS,103.77,1.3
Mapletree Business City,103.8,1.27
Great World CIty,103.83,1.29
Holland Village,103.8,1.31
HarbourFront Centre,103.82,1.26
Eurovea,17.12,48.14
Avion Shopping Park,17.18,48.16
AuPark,17.11,48.13
Gran Via,-89.25,13.68
Multiplaza,-89.25,13.68
Plaza Santa Elena,-89.26,13.67
Metrocentro Santa Ana,-89.56,13.98
Starbucks El Paseo,-89.24,13.7
Starbucks Colonia Medica,-89.18,13.71
PROCERES,-89.23,13.68
METROCENTRO SAN SALVADOR,-89.21,13.7
PLAZA MUNDO,-89.15,13.7
Galerias,-89.23,13.7
SBUX World Trade Center,-89.24,13.71
The Mall Bangkae,100.41,13.71
CDC,100.62,13.8
Vejthani Hospital,100.64,13.77
The Scene Town in Town,100.61,13.77
The Mall Bangkapi G/F,100.64,13.77
The Mall Bangkapi-Main Hall,100.64,13.77
The Mall 3 Ramkhamhaeng,100.61,13.75
The Mall Ngamwongwan-GF,100.54,13.86
Central Ramindra,100.6,13.87
Riverside Garden,100.51,13.71
Rama2,100.44,13.66
Vanit Place,100.55,13.75
Im Park Sam Yan,100.52,13.74
A Link Square,100.6,13.74
Ease Park,100.63,13.86
Camp Davis,100.57,13.72
Robinson Bangrak,100.52,13.72
Tree on 3,100.5,13.69
The JAS Ramintra,100.61,13.86
Grand China Hotel,100.51,13.74
Abdulrahim Place,100.54,13.73
Central East Ville-Fashion Zone,100.61,13.8
Show DC,100.57,13.75
Sikarin Hospital,100.65,13.65
Ideo Mobi Charan-Interchange,100.47,13.76
Paseo Mall Ladkrabang,100.73,13.72
Vanilla Moon,100.52,13.71
The Walk Kaset Nawamintra,100.63,13.83
The X Place,100.41,13.69
Siam Square 1,100.53,13.75
Little Walk Bangna,100.64,13.67
CTI Tower,100.56,13.73
Victoria Garden,100.38,13.71
Plearnary Mall Watcharapol,100.65,13.86
Gaysorn Shopping Centre,100.54,13.75
Central Chaengwattana,100.53,13.9
Siam Discovery,100.53,13.75
Kasetsart University,100.57,13.84
UBC 2,100.57,13.73
Emporium Atelier,100.57,13.73
The Paseo Park Kanchanaphisek,100.41,13.77
Happy Avenue Ladprao 101,100.63,13.79
The JAS Wanghin,100.59,13.82
Sun Towers,100.56,13.81
Ideo Q Chula-Samyan,100.53,13.73
Central Embassy,100.55,13.74
Central Bangna 1st Floor,100.63,13.67
Athenee Tower,100.55,13.74
Quartier Cineart,100.57,13.73
The Mall Bangkapi-4th Floor,100.64,13.77
Riverside Plaza,100.49,13.71
Central East Ville-Think Spaze,100.61,13.8
Phyathai 2 Hospital,100.54,13.77
Sathorn Square,100.53,13.72
The Ninth Towers,100.57,13.76
Amorini,100.69,13.81
Paseo Town Ramkhamhaeng,100.67,13.77
Praram 9 Hospital,100.57,13.75
The Bright Rama 2,100.45,13.67
The Street,100.57,13.77
Siam Center,100.53,13.75
Mercury Ville,100.54,13.74
All Season Place 2,100.55,13.74
Yodpiman River Walk,100.5,13.74
Station One,100.51,13.74
Food Villa,100.44,13.76
Fortune Town,100.56,13.76
Suanplern Market,100.57,13.72
Emquartier,100.57,13.73
Platinum Pratunam Basement,100.54,13.75
Wangburapha,100.5,13.75
Phyathai 3 Hospital,100.46,13.72
Grand President Hotel,100.56,13.74
Platinum Novotel Pratunum,100.54,13.75
Lotus Sukhapiban 1,100.66,13.83
Metro West Town,100.45,13.71
SCG Experience,100.62,13.8
Ha Ha,100.65,13.69
Fashion Island-2nd Floor,100.68,13.83
SCG Head Office 3,100.54,13.81
MBK-Pathumwan Princess Hotel,100.53,13.74
V Market,100.8,13.76
The Rest Area at Prachachuen,100.53,13.84
Major Pinklao,100.48,13.78
Siriraj Hospital,100.49,13.76
Pinklao-Relo,100.48,13.78
Convent,100.53,13.73
Bangna,100.63,13.67
Montien,100.53,13.73
United Center,100.53,13.73
Boonmitr Building,100.53,13.73
State Tower,100.52,13.72
Silom Complex,100.53,13.73
Baan Silom,100.52,13.72
U Chu Liang,100.54,13.73
SFX Ladprao,100.56,13.82
Ladprao,100.56,13.82
SCB,100.57,13.83
Siam Future Ratchayothin,100.57,13.83
Bangpakok9 Inter Hosp,100.47,13.68
DonMuang Airport (Domestic),100.6,13.92
DonMuang Airport (Inter),100.6,13.92
Supreme Plaza - Bangkok,100.52,13.79
M Theatre-New Petchburi Road,100.59,13.74
Central Rama 9,100.57,13.76
Ital Thai Tower,100.57,13.75
Muang Thai Phatra,100.57,13.79
Siam Future Esplanade,100.57,13.77
U-Place,100.57,13.76
RCA,100.58,13.75
The Promenade,100.68,13.83
Fashion Island-,100.68,13.82
Grand 5,100.55,13.74
Time Square,100.56,13.74
Srinakharinwirot University,100.57,13.74
Siam Future Nawamin,100.65,13.81
Sena Fest,100.51,13.72
Ploenchit Center,100.55,13.74
Emporium Tower,100.57,13.73
Exchange Tower,100.56,13.74
Emporium Mall,100.57,13.73
Bangkok Mediplex,100.58,13.72
Carrefour Rama IV,100.57,13.72
Queen Sirikit Center,100.56,13.72
SF Nawamin City Avenue,100.61,13.83
The Crystal,100.62,13.81
Bee Hive,100.54,13.91
Impact Challenger,100.55,13.91
Central World Plaza-Third Floor,100.54,13.75
Chamchuri Square,100.53,13.73
Siam Paragon 1st Floor,100.53,13.75
The 19th Chidlom - Bangkok,100.54,13.75
Siam Square - Block L,100.53,13.74
B2S (Chidlom2),100.54,13.74
Mahboonkrong,100.53,13.75
Langsuan,100.54,13.74
Siam Paragon-Street Level,100.53,13.75
Siam Paragon-QConcept,100.53,13.75
All Season Place,100.55,13.74
MBK-SF Cinema City,100.53,13.74
World Trade Center,100.54,13.75
Siam Paragon-Major,100.54,13.75
Sindhorn Tower,100.55,13.74
Amarin,100.54,13.74
Office Central World,100.54,13.75
Seacon Square Bangkae,100.43,13.71
Grand Diamond Plaza - Bangkok,100.54,13.75
SF Phaholyothin,100.54,13.78
Tha Maharaj,100.49,13.75
SOHO,100.51,13.75
SF Piyarom,100.61,13.69
Baan Chart,100.5,13.76
Seacon Square,100.65,13.69
Paradise Park - Bangkok,100.65,13.69
IDEO Phayathai,100.53,13.76
Ramathibodi Hospital,100.53,13.77
Shibuya 19.,100.54,13.75
B.Care Medical Center Hospital,100.62,13.94
Pure Place Sammakorn - Bangkok,100.67,13.78
Robinson Saraburi,100.95,14.54
Life Center,100.54,13.73
Bangkok City,100.53,13.72
Empire Tower,100.53,13.72
Sathorn City Tower,100.53,13.72
The Nine Neighborhood Center,100.63,13.74
Samitivej Srinakarin Hospital,100.64,13.75
The Circle Ratchapruk-Bangkok,100.44,13.77
The Mall Tha Phra-Main Hall,100.48,13.71
PharMax,100.6,13.77
Bangkok Plaza-BKH2,100.58,13.75
Bangkok Hospital,100.58,13.75
Grammy,100.56,13.74
Samitivej Hospital,100.58,13.73
Thonglor2,100.58,13.73
Bumrungrad Hospital,100.55,13.75
Jasmine City,100.56,13.74
Terminal 21,100.56,13.74
Nana Square,100.55,13.74
The 49 Terrace,100.58,13.73
Bumrungrad Hospital 2,100.55,13.75
Citi Resort,100.57,13.74
Thonglor,100.58,13.73
Siam Future Ekkamai,100.59,13.73
Int Rama 3,100.54,13.67
Central Rama 3,100.54,13.7
Belle Park,100.54,13.7
Mega Bangna,100.68,13.65
JAS Urban Srinakarin,100.63,13.64
ConcourseB-Airside-SAP,100.75,13.69
Suvarnabhumi Airport,100.75,13.69
Lotus Srinakarin-Samut Prakarn,100.62,13.62
At United Bangna,100.66,13.66
Market Village Suvarnabhumi,100.71,13.63
Robinson Samutprakarn,100.61,13.58
The Walk Ratchapruek,100.45,13.82
SF Chaengwattana,100.56,13.89
HomeWorks Rattanathibeth,100.5,13.87
Central West Gate-2nd Floor,100.41,13.88
Central West Gate-1st Floor,100.41,13.88
Robinson Srisamarn,100.55,13.94
The Crystal Ratchapruek,100.45,13.81
The Crystal PTT Chaiyapruek,100.47,13.92
Impact,100.55,13.91
Sport City,100.55,13.88
Nichada Thani,100.53,13.89
ZPELL,100.62,13.99
Auto Mall - Navanakorn,100.62,14.11
Rangsit University,100.59,13.96
Thammasat U. Rangsit Library,100.6,14.07
Future Park Rangsit,100.62,13.99
Baan Yai Wangnoi,100.73,14.24
Fast Fac,100.64,14.19
Ayutthaya City Park,100.61,14.34
Robinson Lopburi,100.69,14.78
SF Pattaya,100.88,12.93
Central Marina,100.89,12.95
The Bay Pattaya,100.89,12.94
Samitivej Sriracha Hospital,100.93,13.18
Harbormall Pattaya Klang,100.9,12.93
Laemthong Bangsaen,100.93,13.29
Central Chonburi,100.97,13.34
Harbormall Laemchabung,100.92,13.08
Pacific Park Sriracha,100.93,13.17
Laemthong Rayong,101.25,12.68
Central Plaza Rayong,101.27,12.7
Motorway Outbound,101.01,13.54
Motorway Inbound,101.01,13.54
Motorway Outbound 2,101.01,13.54
Robinson Chachoengsao,101.05,13.67
Motorway Inbound 2,101.01,13.54
The Mall Khorat,102.08,14.98
Terminal 21 Korat,102.09,14.98
Outlet Village-KhaoYai,101.39,14.66
Robinson Burirum,103.07,14.97
Robinson Surin,103.53,14.88
Central Ubonratchathani,104.82,15.24
Sunee Tower,104.85,15.26
Wufoo Khonkaen,102.82,16.41
Central Khonkaen,102.83,16.43
Tuk Com KhonKaen,102.83,16.43
Tuk Com Udon,102.79,17.41
UD Town,102.8,17.4
Central Udon Thani,102.8,17.41
Big Jieng NongKhai,102.74,17.87
Sermthai Complex,103.28,16.2
Robinson Roi Et,103.62,16.06
Central Festival Chiang Mai,99.02,18.8
Maya Chiang Mai,98.97,18.8
Chiangmai Ram Hospital,98.98,18.79
Chiangmai Airport,98.97,18.77
Kad Farang,98.93,18.7
Chiangmai,99,18.78
Chiangmai Nimmanhemin,98.97,18.8
Chiangmai Tha Pae,98.99,18.79
Chiangmai2,98.98,18.77
Kad Suan Kaew,98.98,18.8
Central Lampang,99.49,18.28
Central Chiangrai,99.83,19.89
V-Square Plaza,100.12,15.69
Central Phitsanulok,100.23,16.84
Robinson Ratchaburi,99.81,13.53
Central Plaza Salaya,100.28,13.79
The Mood,100.18,13.77
Porto Chino,100.29,13.57
Hua Hin Market Village,99.96,12.56
Hua Hin,99.96,12.57
Blu Port Hua Hin,99.96,12.55
Central Nakhonsithammarat,99.97,8.38
Ao Nang Cliff Beach-Krabi,98.82,8.03
Jungceylon 2,98.3,7.89
Jungceylon Patong,98.3,7.89
Twilight of Bangla,98.3,7.89
La Flora Avenue - Patong - Phuket,98.3,7.9
Phuket,98.29,7.89
Central Phuket,98.37,7.89
Kata Center-Karon-phuket,98.3,7.83
Phuket Airport-Landside,98.31,8.1
Lotus Phuket,98.37,7.9
Homepro Village Phuket Chalong,98.34,7.83
Banana Walk Phuket,98.29,7.89
BigC Samui,100.04,9.54
Central Suratthani,99.3,9.11
Central Festival Samui,100.06,9.53
Odean Fashion Mall,100.47,7
Central Festival Hat Yai,100.48,6.99
Tuk Com Pattaya,100.88,12.92
Royal Garden Pattaya,100.88,12.93
Pattaya,100.88,12.93
Central Festival Pattaya,100.88,12.93
Starbucks,35.24,37.02
Starbucks,35.32,37
Starbucks,35.44,37
Starbucks,35.3,37.05
Starbucks,35.3,37.05
Starbucks,35.36,37.06
Starbucks,35.34,36.99
Gazipasa,35.32,37
Park Afyon,30.44,38.82
Starbucks,30.46,38.79
Starbucks,32.85,39.92
Starbucks,32.76,39.88
Starbucks,32.83,39.92
Dora Park,32.76,39.9
Starbucks,32.81,39.89
Starbucks,32.82,40.02
Starbucks,32.76,39.95
Bilkent GSF,32.75,39.87
Starbucks,32.86,39.88
Sinpas Altinoran,32.86,39.87
Kuleevo,32.65,39.88
Starbucks,32.87,39.9
Starbucks,32.78,39.91
Starbucks,32.89,39.93
Bilkent Station,32.77,39.89
YHT Bulvar,32.63,39.96
Starbucks,32.86,39.92
Starbucks,32.83,39.95
PODIUM AVM,32.76,39.96
Starbucks,32.72,39.97
Starbucks,32.81,39.91
Starbucks,32.63,39.97
Starbucks,32.96,40.08
Cepa,32.78,39.91
Starbucks,32.76,39.88
Starbucks,32.83,39.93
Yasamkent,32.65,39.85
Starbucks,32.88,39.9
Besa Kule,32.81,39.9
Starbucks,32.77,39.9
Starbucks,32.81,39.91
One Tower,32.81,39.85
GUVEN HOSPITAL,33.11,39.96
Starbucks,32.93,39.89
Starbucks,32.69,39.88
Starbucks,32.69,39.9
Starbucks,32.96,40.08
Starbucks,32.86,39.9
Starbucks,32.8,39.92
Starbucks,32.82,39.97
Starbucks,32.73,39.87
Starbucks,32.83,39.85
Iran Caddesi,32.86,39.9
Starbucks,32.96,39.97
Starbucks,32.75,39.87
Memorial Hospital Ankara,32.82,39.9
Ankamall Outdoor,32.83,39.95
Starbucks,30.76,36.85
Starbucks,30.64,36.86
Starbucks,30.7,36.89
Starbucks,30.82,36.87
Starbucks,31.99,36.55
Novada Manavgat,31.44,36.78
Starbucks,32,36.54
Starbucks,30.74,36.86
Starbucks,30.82,36.87
Starbucks,30.66,36.88
Starbucks,30.71,36.88
Starbucks,30.75,36.86
Starbucks,30.79,36.92
Starbucks,30.66,36.91
Starbucks,30.62,36.85
Starbucks,30.62,36.85
Aspendos Bulvari,30.74,36.89
Starbucks,27.25,37.86
Starbucks,27.26,37.86
Starbucks,27.4,37.74
Soke,27.43,37.77
Starbucks,27.86,37.85
Starbucks,28.12,39.83
Novada Edremit,26.98,39.6
Akcay Yasa,27.61,39.67
Starbucks,28.14,39.84
Sarar Outlet Guney,30.02,39.92
Sarar Outlet Kuzey,30.01,39.92
Endulus Park,28.95,40.27
Starbucks,28.96,40.22
Starbucks,29.04,40.2
Starbucks,29,40.21
Starbucks,28.96,40.25
Starbucks,29.06,40.18
Bursa Balat,28.94,40.27
Starbucks,29.06,40.2
Ardic Park,28.91,40.23
Starbucks,28.98,40.22
Starbucks,29.03,40.2
Starbucks,28.85,40.22
Starbucks,29.06,40.19
Troy Park,26.41,40.13
Canakkale Kordon,26.41,40.16
Aquamall,29.05,37.83
Starbucks,40.21,37.94
Ninova Park,39.9,37.9
Starbucks,30.52,39.78
Visnelik,30.51,39.76
Acibadem Hospital Eskisehir,30.49,39.79
Starbucks,30.51,39.78
Universite Caddesi,30.51,39.79
Starbucks,37.32,37.05
Starbucks,37.38,37.07
Sanko Park,37.36,37.06
Park Forbes,36.16,36.59
Starbucks,36.16,36.21
Starbucks,36.14,36.22
Centrum Garden,30.57,37.78
Palm City,34.58,36.81
Starbucks,34.59,36.78
Starbucks,35.08,36.98
Starbucks,34.57,36.77
Suadiye Sahil,29.08,40.96
Highway Outlet,31.47,40.72
Starbucks,29.11,41.03
Aysekadin,29.09,40.97
Starbucks,29.05,41
Starbucks,29.01,41.08
Starbucks,29.04,41
Starbucks,28.98,41.07
Istiklal 18,28.98,41.04
Starbucks,29.04,41.01
Saskinbakkal,29.08,40.97
Starbucks,29.36,40.84
Starbucks,29.16,40.92
Palladium Reserve,29.1,40.99
Starbucks,29.01,41.07
Starbucks,28.8,40.97
Kemerkoy,29.09,41.14
Starbucks,29.03,41.05
Rings Avm,29.24,40.97
Garanti Zincirlikuyu,29.02,41.07
Starbucks,29.05,41.08
Starbucks,28.95,41.01
Starbucks,29.05,40.97
Modern East,29.12,41.04
Starbucks,28.98,41.03
Starbucks,28.82,40.98
Capitol Cinema,29.09,41.02
Starbucks,28.87,40.98
Starbucks,29.01,41.09
Starbucks,29.06,40.97
Starbucks,28.99,41.06
Starbucks,29.13,40.99
Starbucks,28.97,41.01
Starbucks,29.32,40.94
Starbucks,28.92,41.07
Starbucks,29.18,41.01
Starbucks,29.27,40.9
Starbucks,28.69,41.06
Suadiye No 471,29.08,40.96
Starbucks,29.07,41
Starbucks,28.99,41.03
Starbucks,28.88,41.01
Starbucks,29,41.07
Starbucks,29.01,41.04
Starbucks,28.98,41.08
Turkcell Kucukyali,29.12,40.95
Starbucks,29.02,40.99
Yesilkoy Cadde,28.82,40.96
Starbucks,29,41.07
Starbucks,28.89,40.99
ACIBADEM NO 190,29.05,41.01
Starbucks,29.1,41.09
Starbucks,28.78,41.03
Garanti Balmumcu,29.01,41.06
Starbucks,29.1,40.95
Starbucks,28.99,41.06
Acibadem Hospital Atasehir,29.14,40.99
Marmara University,29.05,40.98
Starbucks,28.89,41.18
Starbucks,29.24,41
Alkent,29.03,41.09
Starbucks,29.1,40.97
Starbucks,28.79,41.05
Ust Sariyer,38.69,37.44
Kanyon Mall Reserve,29.01,41.08
Serifali,29.14,41
Starbucks,28.85,40.98
Axis Bayrampasa,28.92,41.04
Atakoy Marina,28.87,40.97
Starbucks,28.99,41.04
Kurtkoy TEM,29.27,40.97
Akaretler,29,41.04
Starbucks,28.99,41.06
Starbucks,28.67,41.06
MOI Debenhams,28.81,41.06
Starbucks,29.01,41.08
Starbucks,28.78,41.02
Starbucks,28.89,41
Starbucks,29.13,41.03
Starbucks,29.08,40.97
Starbucks,29.01,41.08
Starbucks,29.12,40.99
Starbucks,28.82,41.03
Beylikduzu Teras Park,28.64,41
Starbucks,29.1,40.98
Starbucks,29.09,40.98
Starbucks,28.87,40.98
KMO BASAKSEHIR DOGU,28.83,41.2
Starbucks,28.94,41.07
Carrefour Zekeriyakoy,29.03,41.22
Starbucks,28.66,41.01
Starbucks,28.81,41.03
Starbucks,29.11,41.02
Memorial Hospital Okmeydani,28.97,41.06
Ataturk Airport Mezzanine,28.86,40.98
SAW Domestic Air Side,29,41.09
Starbucks,29.02,41.11
Starbucks,29.14,40.99
Starbucks,29.04,41.08
Starbucks,29.09,40.99
Starbucks,29.18,41.02
Starbucks,28.9,41.05
Altunizade Opet,29.04,41.02
Starbucks,29.01,41.08
Starbucks,28.81,41.06
Starbucks,29.03,41.11
Allianz Tower Istanbul,29.1,40.98
Starbucks,28.99,41.05
Beykent 53,28.63,41
Starbucks,28.97,41.01
Starbucks,29.01,41.06
Starbucks,29.03,41
Starbucks,29.04,41.02
Maltepe Ofispark,29.13,40.94
Starbucks,29.02,41.11
Starbucks,28.82,40.98
Tutom,29.3,40.85
Starbucks,29.11,41.03
Starbucks,29.02,41.09
Starbucks,28.8,40.97
Kosuyolu Park,29.04,41.01
Starbucks,28.81,41.06
Seba Center,29.04,41.13
Starbucks,29.04,41.01
Acibadem Hospital Bakirkoy,28.87,40.98
Starbucks,29.03,41.08
Beykent,28.63,41.01
Starbucks,29.03,41.11
Starbucks,29.13,41.03
Starbucks,28.99,41.05
Starbucks,28.82,40.98
Starbucks,29.13,40.98
Memorial Hospital Atasehir,29.11,40.99
Starbucks,29.07,40.96
Starbucks,29.11,41.11
Starbucks,28.83,40.99
Starbucks,28.99,41.04
Starbucks,28.69,41
Starbucks,29.13,40.87
Starbucks,29.01,41.08
Kurtkoy,29.31,40.93
Starbucks,29.18,40.91
Starbucks,29.12,40.93
Starbucks,29.02,41.13
Starbucks,29.02,41.09
Starbucks,29.12,41.03
Starbucks,29.38,40.89
Starbucks,29.11,40.98
Starbucks,29.02,40.98
Starbucks,29.18,40.92
Starbucks,29.04,41.21
Starbucks,28.99,41.05
Starbucks,29.01,41.04
Starbucks,28.87,40.97
Starbucks,28.9,41.05
Starbucks,28.83,40.99
Starbucks,29.02,41.07
Starbucks,28.96,41.02
Starbucks,29.32,40.91
Corlu,36.24,36.81
Starbucks,27.18,38.45
Starbucks,27.21,38.46
POINT BORNOVA,27.2,38.43
Starbucks,27.13,38.34
Izmir Kordon,27.14,38.43
Guzelbahce Kuzey,26.86,38.36
Starbucks,27.14,38.43
Starbucks,27.05,38.39
Mavi Bahce,27.08,38.48
Starbucks,27.06,38.48
Starbucks,27.13,38.43
Starbucks,27.21,38.45
Starbucks,27.14,38.44
Starbucks,27.05,38.39
Starbucks,27.04,38.39
Starbucks,27.15,38.29
Guzelbahce Guney,26.85,38.35
Starbucks,27.09,38.46
Hatay,27.1,38.4
Starbucks,27.07,38.47
Starbucks,35.5,38.72
Kayseri Mix,35.53,38.72
Starbucks,35.52,38.73
Starbucks,29.95,40.75
Arasta Park,29.98,40.77
Starbucks,29.41,40.84
SAPANCA TEM GUNEY,30.05,40.69
Symbol,29.98,40.76
SAPANCA TEM KUZEY,30.05,40.69
GEBZE O3,29.95,40.78
Starbucks,29.38,40.86
41 Burda,29.94,40.74
Starbucks,29.94,40.76
Starbucks,32.49,37.89
Starbucks,32.49,37.91
Starbucks,27.43,37.04
Starbucks,27.43,37.03
BJV Airport Air Side,27.66,37.25
Starbucks,27.28,37.1
Bodrum Midtown,27.35,37.05
Starbucks,27.4,37.05
Marmaris Marina,27.84,37.47
Adapazari Agora,30.37,40.78
Serdivan,30.37,40.78
Ellialtilar,36.34,41.28
Starbucks,36.35,41.28
Starbucks,36.26,41.34
Endeavor,-61.41,10.53
Movie Towne,-61.53,10.66
South Park San Fernando,-61.45,10.29
Zhang Ji,120.55,24.07
Changhua Zhongshan,120.54,24.07
Zhonghua Xiaoyang,120.53,24.07
Hemei,120.5,24.11
Lukang,120.44,24.06
Yuanlin Zhongshan,120.57,23.96
Nice Plaza,120.45,23.49
Zhongxiao - Chiayi,120.45,23.51
Chiayi Zhongxing,120.43,23.48
Chuiyang Qiming,120.96,24.85
Chui Yang,120.39,23.49
CYC Hospital,120.45,23.5
HSR Chiayi,120.32,23.46
Linsen Hsinchu,120.97,24.8
Wenxing Zhubei,121.03,24.81
Guangming Ziqiang-Hsinchu Zhubei,121,24.83
THSR Liu Jia Hsinchu Station,121.04,24.8
Mediatek,121.02,24.77
Tai Yuan Park Club - Main Entrance,121.02,24.82
Xi Da,121.02,24.82
Zhuguang Hsinchu,120.96,24.81
Big City - 1F,120.92,24.79
SOGO Main Station - Hsinchu,120.97,24.8
Jie Shou,121.31,24.98
AUO HQ-1F-Hsinchu,120.96,24.8
TSMC F12P7,121.01,24.79
TSMC Fab 7,120.93,24.83
"Guandsin, Hsinchu",120.96,24.8
TSMC-Fab P4-2F,121.25,24.98
TSMC,121.48,25.08
TSMC #2,120.34,22.61
Beida Hsinchu,120.97,24.81
Tai Yuen Hi-Tech Industrial Park 2,121.02,24.84
New Zhubei,121.01,24.83
FE21-1F-Hualien,121.6,23.98
Hualien,121.61,23.98
Zhongyang Zhongshan - Hualien,121.6,24
Luodong,121.77,24.68
Luna Plaza - 1F - Yilan,121.75,24.76
Yilan,121.76,24.76
Jiaoxi,121.77,24.83
Maijin-Keelung,121.72,25.12
Ferry Harbor,120.73,24.14
Yi 14 - Keelung,121.74,25.13
Dashun Fumin,120.31,22.66
Xi Zi Bay,120.27,22.62
Gangshan - Kaohsiung,120.3,22.79
SKM - Zuoying - 1F,120.31,22.69
